Field1_text,Field1_links,Textbox_value,Text,Text1,Text2,Text3,Text4,Text5,Text6,Text7,Text8,Text9,Text10
整租·东恒时代三期1室1厅-东,https://www.ziroom.com/x/752479813.html,7800,62.96㎡,朝东,1室1厅,8/27,有,东恒时代三期,2008,塔楼,集体供暖,42%,0.2
整租·沿海赛洛城一期2室1厅-东南,https://www.ziroom.com/x/807310737.html,8700,80㎡,朝东南,2室1厅,13/18,有,沿海赛洛城一期,2007,塔楼,集体供暖,30%,2.64
整租·首开保利锦都家园2室1厅-西,https://www.ziroom.com/x/808159879.html,8300,约72.32㎡,朝西,2室1厅,20/20,有,首开保利锦都家园,板楼,集体供暖,30%,,
整租·东大桥路2室1厅-西北,https://www.ziroom.com/x/740496724.html,7800,57.79㎡,朝西北,2室1厅,2/17,有,东大桥路,1990,塔楼,集体供暖,30%,9.7
整租·向军北里2室1厅-南,https://www.ziroom.com/x/722699649.html,8700,57.85㎡,朝南,2室1厅,9/18,有,向军北里,1989,塔板结合,集体供暖,30%,0.3
整租·三源里街2室1厅-东南,https://www.ziroom.com/x/808149498.html,8300,约59.98㎡,朝东南,2室1厅,3/6,无,三源里街,1986,板楼,集体供暖,45%,0.3
整租·左家庄北里2室1厅-南,https://www.ziroom.com/x/740185645.html,7800,60.05㎡,朝南,2室1厅,6/21,有,左家庄北里,1986,塔楼,集体供暖,18%,2
整租·静安西街2室1厅-西南,https://www.ziroom.com/x/808130626.html,8300,约68.74㎡,朝西南,2室1厅,10/14,有,静安西街,1991,板楼,集体供暖,35%,2.1
整租·东恒时代三期1室1厅-东,https://www.ziroom.com/x/808119629.html,8700,约70.58㎡,朝东,1室1厅,4/27,有,东恒时代三期,2008,塔楼,集体供暖,42%,0.2
整租·安慧里一区2室1厅-东,https://www.ziroom.com/x/791787026.html,7800,54.31㎡,朝东,2室1厅,3/6,无,安慧里一区,1990,板楼,集体供暖,35%,2.5
整租·双花园南里二区1室1厅-东南,https://www.ziroom.com/x/808111425.html,8300,约78.3㎡,朝东南,1室1厅,12/22,有,双花园南里二区,2003,塔楼,集体供暖,30%,3
整租·紫薇天悦1室1厅-东,https://www.ziroom.com/x/808127910.html,8700,约63㎡,朝东,1室1厅,9/10,有,紫薇天悦,2008,塔板结合,集体供暖,37%,2.68
整租·三里屯南路1室1厅-东南,https://www.ziroom.com/x/757737310.html,8300,约54.76㎡,朝东南,1室1厅,12/18,有,三里屯南路,1988,塔板结合,集体供暖,30%,0.3
整租·香河园中里2室1厅-南,https://www.ziroom.com/x/808131410.html,7800,约59㎡,朝南,2室1厅,6/6,无,香河园中里,1993,板楼,集体供暖,20%,3.2
整租·安贞西里2室1厅-南,https://www.ziroom.com/x/808115863.html,8700,约55.67㎡,朝南,2室1厅,19/24,有,安贞西里,1992,塔楼,集体供暖,20%,2.6
整租·红庙西里2室1厅-南,https://www.ziroom.com/x/808082235.html,7800,62.33㎡,朝南,2室1厅,8/16,有,红庙西里,1964,板楼,集体供暖,40%,0.16
整租·静安东里2室1厅-东,https://www.ziroom.com/x/808133447.html,8700,约65.6㎡,朝东,2室1厅,4/6,无,静安东里,1993,板楼,集体供暖,40%,2
整租·团结湖北里2室1厅-东南,https://www.ziroom.com/x/783580923.html,7800,约50.89㎡,朝东南,2室1厅,12/12,有,团结湖北里,1981,塔楼,集体供暖,30%,0.1
整租·三源里街2室1厅-南,https://www.ziroom.com/x/808115695.html,8300,59.65㎡,朝南,2室1厅,2/16,有,三源里街,1986,塔楼,集体供暖,45%,0.3
整租·金隅泰和园2室1厅-南,https://www.ziroom.com/x/738448278.html,7800,约72.9㎡,朝南,2室1厅,13/14,有,金隅泰和园,2014,板楼,集体供暖,30%,2.8
整租·悠乐汇1室1厅-西南,https://www.ziroom.com/x/740692664.html,7800,约55.89㎡,朝西南,1室1厅,22/29,有,悠乐汇,2009,塔楼,集体供暖,30%,4.9
整租·中纺里2室1厅-南,https://www.ziroom.com/x/808123031.html,8700,约50.37㎡,朝南,2室1厅,4/5,无,中纺里,1995,板楼,集体供暖,30%,2
整租·石门新居35号院2室1厅-南,https://www.ziroom.com/x/791878012.html,8500,82㎡,朝南,2室1厅,9/28,有,石门新居35号院,2020,塔楼,壁挂炉,30%,2
整租·三里屯南路1室1厅-东,https://www.ziroom.com/x/716419287.html,7800,约58.01㎡,朝东,1室1厅,11/12,有,三里屯南路,1988,塔楼,集体供暖,30%,0.3
整租·悠乐汇1室1厅-东,https://www.ziroom.com/x/808107351.html,8700,49.68㎡,朝东,1室1厅,19/29,有,悠乐汇,2009,塔楼,集体供暖,30%,4.9
整租·安翔南里2室1厅-南,https://www.ziroom.com/x/770717171.html,7800,约52.2㎡,朝南,2室1厅,1/6,无,安翔南里,1984,板楼,集体供暖,10%,2
整租·小关东里10号院2室1厅-南,https://www.ziroom.com/x/762348108.html,7800,约53.91㎡,朝南,2室1厅,5/6,无,小关东里10号院,1988,板楼,集体供暖,26%,1.9
整租·新源街2室1厅-南,https://www.ziroom.com/x/808154671.html,8700,约54.72㎡,朝南,2室1厅,2/6,无,新源街,2003,板楼,集体供暖,30%,0.3
整租·保利嘉园三号院2室1厅-东,https://www.ziroom.com/x/747161691.html,7800,约89㎡,朝东,2室1厅,7/29,有,保利嘉园三号院,2010,塔楼,壁挂炉,35%,2.47
整租·平安嘉苑2室1厅-东,https://www.ziroom.com/x/748631338.html,8700,约89.38㎡,朝东,2室1厅,6/22,有,平安嘉苑,2016,塔楼,集体供暖,30%,3.8
整租·隆远阁1室1厅-西,https://www.ziroom.com/x/740055374.html,8900,65.87㎡,朝西,1室1厅,5/15,有,隆远阁,2008,塔板结合,集体供暖,2.5,
整租·安慧里一区2室1厅-南,https://www.ziroom.com/x/808104187.html,7800,54.31㎡,朝南,2室1厅,5/6,无,安慧里一区,1990,板楼,集体供暖,35%,2.5
整租·万象新天四区2室1厅-南,https://www.ziroom.com/x/807340809.html,8700,约93㎡,朝南,2室1厅,4/9,有,万象新天四区,2005,塔板结合,集体供暖,30%,9
整租·呼家楼北里2室1厅-南,https://www.ziroom.com/x/774364274.html,8700,约67㎡,朝南,2室1厅,4/4,无,呼家楼北里,1979,板楼,集体供暖,30%,0.22
整租·华纺易城1室1厅-北,https://www.ziroom.com/x/808128876.html,7800,约54.66㎡,朝北,1室1厅,14/18,有,华纺易城,2006,塔板结合,集体供暖,40%,2.46
整租·东恒时代三期1室1厅-西,https://www.ziroom.com/x/747403706.html,7800,约61.93㎡,朝西,1室1厅,13/27,有,东恒时代三期,2008,塔楼,集体供暖,42%,0.2
整租·皇姑坟小区2室1厅-南,https://www.ziroom.com/x/766837753.html,8800,66㎡,朝南,2室1厅,3/6,无,皇姑坟小区,1990,板楼,集体供暖,15%,1.6
整租·CBD总部公寓二期1室1厅-东,https://www.ziroom.com/x/722443181.html,8800,64.04㎡,朝东,1室1厅,7/14,有,CBD总部公寓二期,2005,板楼,集体供暖,30%,2.4
整租·幸福一村西里2室1厅-北,https://www.ziroom.com/x/808122324.html,8800,约67.52㎡,朝北,2室1厅,4/4,无,幸福一村西里,1994,板楼,集体供暖,30%,2.0
整租·核桃园北里2室1厅-南,https://www.ziroom.com/x/725127947.html,8800,60.55㎡,朝南,2室1厅,4/6,无,核桃园北里,2000,板楼,集体供暖,30%,0.3
整租·百子湾家园二区2室1厅-西南,https://www.ziroom.com/x/793381803.html,8800,111㎡,朝西南,2室1厅,6/16,有,百子湾家园二区,2006,塔板结合,集体供暖,31%,2.54
整租·世纪村东区2室1厅-南,https://www.ziroom.com/x/785699597.html,8500,72㎡,朝南,2室1厅,3/6,无,世纪村东区,1996,板楼,集体供暖,35%,2.5
整租·壹线国际2室1厅-西,https://www.ziroom.com/x/724743245.html,8800,73.68㎡,朝西,2室1厅,9/9,有,壹线国际,2008,塔板结合,集体供暖,31%,0.1
整租·紫南家园2室1厅-南,https://www.ziroom.com/x/793415462.html,8200,89.98㎡,朝南,2室1厅,4/7,无,紫南家园,2002,板楼,集体供暖,34%,2
整租·华严北里中科院2室1厅-南,https://www.ziroom.com/x/763710958.html,8400,65.57㎡,朝南,2室1厅,7/12,有,华严北里中科院,1995,塔板结合,集体供暖,35%,3.5
整租·阳光1001室1厅-东,https://www.ziroom.com/x/720413844.html,9100,52.74㎡,朝东,1室1厅,4/30,有,阳光100,2001,塔楼,集体供暖,35%,3.35
整租·丽都壹号1室1厅-西,https://www.ziroom.com/x/745863346.html,8800,41.98㎡,朝西,1室1厅,4/4,无,丽都壹号,2010,塔楼,集体供暖,30%,2.4
整租·霞光里35号院2室1厅-东南,https://www.ziroom.com/x/744616217.html,8400,54.79㎡,朝东南,2室1厅,3/5,无,霞光里35号院,1987,板楼,集体供暖,30%,1
整租·东大桥路2室1厅-东,https://www.ziroom.com/x/808108709.html,9100,约61.22㎡,朝东,2室1厅,17/18,有,东大桥路,1990,塔楼,集体供暖,30%,9.7
整租·金港国际1室1厅-南,https://www.ziroom.com/x/808121323.html,8800,约58.31㎡,朝南,1室1厅,6/10,有,金港国际,2007,板楼,集体供暖,32%,1.8
整租·芍药居2号院2室1厅-南,https://www.ziroom.com/x/764978942.html,8400,63㎡,朝南,2室1厅,5/6,无,芍药居2号院,1999,板楼,集体供暖,28%,2.5
整租·阳光1001室1厅-北,https://www.ziroom.com/x/718283530.html,8900,48.69㎡,朝北,1室1厅,12/33,有,阳光100,2001,塔楼,集体供暖,35%,3.35
整租·南湖东园二区2室1厅-南,https://www.ziroom.com/x/808116367.html,9100,约62㎡,朝南,2室1厅,5/6,无,南湖东园二区,1999,板楼,集体供暖,30%,2.8
整租·东大桥路2室1厅-南,https://www.ziroom.com/x/808107617.html,8800,约49.9㎡,朝南,2室1厅,4/5,无,东大桥路,1990,板楼,集体供暖,30%,9.7
整租·裕民路1号院2室1厅-南,https://www.ziroom.com/x/767747710.html,8400,52㎡,朝南,2室1厅,1/6,无,裕民路1号院,1986,板楼,集体供暖,32%,1
整租·华贸城2室1厅-东,https://www.ziroom.com/x/778176762.html,8200,67㎡,朝东,2室1厅,8/28,有,华贸城,2003,塔板结合,独立供暖,45%,2
整租·东风苑小区2室2厅-南,https://www.ziroom.com/x/734856465.html,9100,约79.45㎡,朝南,2室2厅,1/28,有,东风苑小区,2015,板楼,集体供暖,41%,2.9
整租·晨光家园B区2室1厅-南,https://www.ziroom.com/x/728543123.html,8400,65㎡,朝南,2室1厅,6/9,有,晨光家园B区,2006,板楼,集体供暖,30%,0.3
整租·南沙滩小区2室2厅-南,https://www.ziroom.com/x/808112734.html,8800,约78.1㎡,朝南,2室2厅,22/22,有,南沙滩小区,1984,塔楼,集体供暖,30%,1.7
整租·西坝河东里2室1厅-南,https://www.ziroom.com/x/776659779.html,8400,62㎡,朝南,2室1厅,17/18,有,西坝河东里,1995,塔楼,集体供暖,30%,2.5
整租·世纪村西区2室1厅-南,https://www.ziroom.com/x/808097740.html,8800,89.59㎡,朝南,2室1厅,13/22,有,世纪村西区,1996,塔楼,集体供暖,40%,2.7
整租·芍药居北里2室1厅-南,https://www.ziroom.com/x/808094933.html,8800,67.2㎡,朝南,2室1厅,9/12,有,芍药居北里,2008,板楼,集体供暖,30%,2.29
整租·南沙滩小区2室1厅-南,https://www.ziroom.com/x/807133483.html,8200,53.45㎡,朝南,2室1厅,3/6,无,南沙滩小区,1984,板楼,集体供暖,30%,1.7
整租·苹果社区南区1室1厅-北,https://www.ziroom.com/x/808145368.html,8800,约55.24㎡,朝北,1室1厅,5/22,有,苹果社区南区,2005,塔板结合,集体供暖,38%,3.5
整租·东风苑小区2室1厅-西,https://www.ziroom.com/x/722417379.html,8200,79.28㎡,朝西,2室1厅,6/28,有,东风苑小区,2015,板楼,集体供暖,41%,2.9
整租·天居园1室1厅-南,https://www.ziroom.com/x/794400109.html,8200,75㎡,朝南,1室1厅,13/32,有,天居园,2007,塔楼,独立供暖,35%,4.3
整租·东方雅苑1室1厅-南,https://www.ziroom.com/x/766778874.html,8800,约68㎡,朝南,1室1厅,3/18,有,东方雅苑,2008,板楼,集体供暖,30%,2.8
整租·核桃园北里2室1厅-南,https://www.ziroom.com/x/808111516.html,8800,约63.99㎡,朝南,2室1厅,3/6,无,核桃园北里,2000,板楼,集体供暖,30%,0.3
整租·农丰里2室1厅-南,https://www.ziroom.com/x/735628682.html,8200,63.42㎡,朝南,2室1厅,5/6,无,农丰里,1991,板楼,集体供暖,40%,2.3
整租·南沙滩小区2室1厅-南,https://www.ziroom.com/x/808152354.html,8800,约65.28㎡,朝南,2室1厅,8/10,有,南沙滩小区,1984,板楼,集体供暖,30%,1.7
整租·时代国际嘉园1室1厅-西,https://www.ziroom.com/x/807259889.html,8200,57.33㎡,朝西,1室1厅,3/21,有,时代国际嘉园,2007,板楼,集体供暖,36%,2.6
整租·后现代城A区1室1厅-南,https://www.ziroom.com/x/807543592.html,8500,61.2㎡,朝南,1室1厅,4/14,有,后现代城A区,2004,塔板结合,集体供暖,30%,2.8
整租·农光里2室1厅-南,https://www.ziroom.com/x/757955560.html,8200,62.07㎡,朝南,2室1厅,5/24,有,农光里,1996,塔楼,集体供暖,30%,0.2
整租·小关北里2室1厅-南,https://www.ziroom.com/x/789567569.html,8200,57㎡,朝南,2室1厅,4/6,无,小关北里,1998,板楼,集体供暖,30%,3
整租·苹果社区南区1室1厅-北,https://www.ziroom.com/x/795012082.html,8900,60㎡,朝北,1室1厅,14/23,有,苹果社区南区,2005,板楼,独立供暖,38%,3.5
整租·关东店北街2室1厅-南,https://www.ziroom.com/x/776787237.html,9100,约51㎡,朝南,2室1厅,1/5,无,关东店北街,1989,板楼,集体供暖,30%,2.6
整租·华严北里3号院2室1厅-南,https://www.ziroom.com/x/792459042.html,8200,54.35㎡,朝南,2室1厅,3/6,无,华严北里3号院,1990,板楼,集体供暖,10%,3.5
整租·小关北里2室1厅-南,https://www.ziroom.com/x/808121764.html,8400,约59㎡,朝南,2室1厅,2/6,无,小关北里,1998,板楼,集体供暖,30%,3
整租·安翔里小区2室1厅-东,https://www.ziroom.com/x/808092483.html,8200,约60.83㎡,朝东,2室1厅,3/6,无,安翔里小区,1984,板楼,集体供暖,10%,2.7
整租·芍药居北里2室1厅-南,https://www.ziroom.com/x/808127546.html,8400,约59.6㎡,朝南,2室1厅,5/7,无,芍药居北里,2008,板楼,集体供暖,30%,2.29
整租·左家庄北里2室1厅-东南,https://www.ziroom.com/x/808111691.html,8200,约62.98㎡,朝东南,2室1厅,15/21,有,左家庄北里,1986,塔楼,集体供暖,18%,2
整租·爱这城三期1室1厅-南,https://www.ziroom.com/x/772559686.html,8400,59.7㎡,朝南,1室1厅,16/18,有,爱这城三期,2010,板楼,集体供暖,30%,0.3
整租·慧谷阳光1室1厅-西北,https://www.ziroom.com/x/744707882.html,8400,45.24㎡,朝西北,1室1厅,7/15,有,慧谷阳光,2005,板楼,集体供暖,35%,2.69
整租·雅宝里社区2室1厅-南,https://www.ziroom.com/x/808134616.html,8400,约51.2㎡,朝南,2室1厅,2/5,无,雅宝里社区,1993,板楼,集体供暖,35%,0.6
整租·国展新座2室1厅-东北,https://www.ziroom.com/x/742969545.html,9200,73.92㎡,朝东北,2室1厅,5/18,有,国展新座,2003,塔板结合,壁挂炉,34%,4.5
整租·京棉新城2室1厅-东,https://www.ziroom.com/x/808084426.html,8400,87㎡,朝东,2室1厅,1/24,有,京棉新城,2009,塔楼,集体供暖,35%,2.8
整租·花家地小区2室1厅-南,https://www.ziroom.com/x/808142218.html,8400,约54㎡,朝南,2室1厅,4/6,无,花家地小区,1995,板楼,集体供暖,35%,0.5
整租·兴隆家园2室1厅-东南,https://www.ziroom.com/x/725113979.html,9200,89.61㎡,朝东南,2室1厅,4/18,有,兴隆家园,2002,板楼,集体供暖,35%,2.8
整租·苹果社区北区1室1厅-南,https://www.ziroom.com/x/783371694.html,8500,59㎡,朝南,1室1厅,17/21,有,苹果社区北区,2009,塔楼,集体供暖,30%,3.5
整租·北京香颂1室1厅-南,https://www.ziroom.com/x/776732141.html,9200,61.44㎡,朝南,1室1厅,8/17,有,北京香颂,2003,塔板结合,集体供暖,40%,0.4
整租·惠新西街33号院2室1厅-西,https://www.ziroom.com/x/808120224.html,8400,约61㎡,朝西,2室1厅,16/18,有,惠新西街33号院,1995,塔楼,集体供暖,30%,6.2
整租·湖光壹号1室1厅-南,https://www.ziroom.com/x/808125621.html,9200,约77㎡,朝南,1室1厅,13/28,有,湖光壹号,2018,板楼,集体供暖,30%,3.0
整租·光熙门北里2室1厅-南,https://www.ziroom.com/x/808142232.html,8400,约59.4㎡,朝南,2室1厅,18/18,有,光熙门北里,1991,塔楼,集体供暖,40%,0.3
整租·芍药居北里2室1厅-南,https://www.ziroom.com/x/808163057.html,9200,约72.11㎡,朝南,2室1厅,18/24,有,芍药居北里,2008,塔楼,集体供暖,30%,2.29
整租·三源里北小街2室1厅-南,https://www.ziroom.com/x/808129667.html,8400,约53㎡,朝南,2室1厅,2/6,无,三源里北小街,1984,板楼,集体供暖,45%,0.3
整租·樱花园2室1厅-南,https://www.ziroom.com/x/782854102.html,9200,约69.34㎡,朝南,2室1厅,2/16,有,樱花园,1993,塔楼,集体供暖,20%,1
整租·白领家园2室1厅-东,https://www.ziroom.com/x/767814252.html,8900,106.12㎡,朝东,2室1厅,2/16,有,白领家园,2005,板楼,集体供暖,33%,2.8
整租·安慧里二区2室1厅-南,https://www.ziroom.com/x/808163757.html,8400,约64.2㎡,朝南,2室1厅,1/18,有,安慧里二区,1990,板楼,集体供暖,35%,2.5
整租·远洋天地三期1室1厅-西,https://www.ziroom.com/x/787450932.html,9200,约99㎡,朝西,1室1厅,12/14,有,远洋天地三期,2005,塔板结合,集体供暖,32%,0.3
整租·新东路2室1厅-西,https://www.ziroom.com/x/808110403.html,8200,约59㎡,朝西,2室1厅,9/17,有,新东路,1986,塔楼,集体供暖,30%,3.0
整租·工体东路2室1厅-南,https://www.ziroom.com/x/808092875.html,8200,43.66㎡,朝南,2室1厅,8/14,有,工体东路,2000,塔板结合,集体供暖,33%,2.9
整租·金台北街2室1厅-南,https://www.ziroom.com/x/808100001.html,8200,65㎡,朝南,2室1厅,16/16,有,金台北街,1991,板楼,集体供暖,40%,1.33
整租·首开保利锦都家园2室1厅-东,https://www.ziroom.com/x/808157121.html,8200,约72.32㎡,朝东,2室1厅,5/20,有,首开保利锦都家园,板楼,集体供暖,30%,,
整租·水碓子东里2室1厅-南,https://www.ziroom.com/x/808076768.html,8200,约63.12㎡,朝南,2室1厅,3/6,无,水碓子东里,1986,板楼,集体供暖,28%,1.5
整租·团结湖中路南三条2室1厅-南,https://www.ziroom.com/x/808126552.html,8200,约61.29㎡,朝南,2室1厅,4/6,无,团结湖中路南三条,1983,板楼,集体供暖,30%,0.18
整租·核桃园北里2室1厅-南,https://www.ziroom.com/x/744812060.html,8900,67.95㎡,朝南,2室1厅,2/5,无,核桃园北里,2000,板楼,集体供暖,30%,0.3
整租·白家庄北里2室1厅-东,https://www.ziroom.com/x/736051214.html,8900,62.08㎡,朝东,2室1厅,10/13,有,白家庄北里,1988,塔板结合,集体供暖,30%,0.3
整租·和平街十四区2室1厅-南,https://www.ziroom.com/x/808147265.html,8200,约62.88㎡,朝南,2室1厅,5/5,无,和平街十四区,1989,板楼,集体供暖,33%,2.1
整租·华严北里2号院2室1厅-西南,https://www.ziroom.com/x/713574374.html,8500,64.85㎡,朝西南,2室1厅,10/11,有,华严北里2号院,1990,塔板结合,集体供暖,30%,3.5
整租·水碓子东路2室1厅-东,https://www.ziroom.com/x/808163876.html,8200,约55.89㎡,朝东,2室1厅,3/6,无,水碓子东路,1993,板楼,集体供暖,25%,0.14
整租·金星园1室1厅-西北,https://www.ziroom.com/x/712724848.html,8900,63.95㎡,朝西北,1室1厅,13/14,有,金星园,2005,板楼,集体供暖,35%,2.81
整租·安慧东里2室1厅-南,https://www.ziroom.com/x/772756887.html,8200,约69.92㎡,朝南,2室1厅,7/7,无,安慧东里,2000,板楼,集体供暖,30%,3.5
整租·首开常青藤四期2室1厅-南,https://www.ziroom.com/x/650537930.html,8900,92.7㎡,朝南,2室1厅,2/9,有,首开常青藤四期,2015,板楼,独立供暖,30%,0.1
整租·农丰里2室1厅-南,https://www.ziroom.com/x/808153628.html,8900,约64㎡,朝南,2室1厅,6/6,无,农丰里,1991,板楼,集体供暖,40%,2.3
整租·安慧北里小区2室1厅-南,https://www.ziroom.com/x/750039584.html,8200,约64.48㎡,朝南,2室1厅,6/13,有,安慧北里小区,1990,塔楼,集体供暖,35%,2.5
整租·团结湖东里2室1厅-东,https://www.ziroom.com/x/808153222.html,8900,约67.75㎡,朝东,2室1厅,8/16,有,团结湖东里,1999,塔楼,集体供暖,10%,3
整租·通惠家园2室1厅-南,https://www.ziroom.com/x/745779150.html,8200,约86.48㎡,朝南,2室1厅,12/28,有,通惠家园,2001,塔板结合,集体供暖,31%,0.2
整租·水碓子西里2室1厅-北,https://www.ziroom.com/x/808162581.html,8900,约63㎡,朝北,2室1厅,4/12,有,水碓子西里,1986,塔楼,集体供暖,20%,0.25
整租·惠新里小区2室1厅-西南,https://www.ziroom.com/x/786687057.html,9300,75㎡,朝西南,2室1厅,10/12,有,惠新里小区,1989,塔板结合,集体供暖,45%,3.2
整租·南沙滩小区2室1厅-东,https://www.ziroom.com/x/808129296.html,8200,约53㎡,朝东,2室1厅,4/6,无,南沙滩小区,1984,塔楼,集体供暖,30%,1.7
整租·晨光家园A区2室1厅-南,https://www.ziroom.com/x/808148091.html,8900,约80㎡,朝南,2室1厅,25/30,有,晨光家园A区,2001,塔板结合,集体供暖,30%,3.2
整租·悠乐汇1室1厅-东北,https://www.ziroom.com/x/808134742.html,8900,约55.45㎡,朝东北,1室1厅,22/29,有,悠乐汇,2009,塔楼,集体供暖,30%,4.9
整租·安慧里四区2室1厅-南,https://www.ziroom.com/x/808151024.html,8900,约73㎡,朝南,2室1厅,14/20,有,安慧里四区,1990,塔楼,集体供暖,35%,2.5
整租·晨光家园A区2室1厅-北,https://www.ziroom.com/x/790891910.html,9700,84.57㎡,朝北,2室1厅,7/26,有,晨光家园A区,2001,塔楼,集体供暖,30%,3.2
整租·亚运豪庭2室1厅-西,https://www.ziroom.com/x/807289240.html,9700,93㎡,朝西,2室1厅,24/24,有,亚运豪庭,2000,塔楼,集体供暖,53%,3.5
整租·芍药居北里2室1厅-南,https://www.ziroom.com/x/775740219.html,9700,88㎡,朝南,2室1厅,5/24,有,芍药居北里,2008,塔楼,集体供暖,30%,2.29
整租·朝阳门北大街2室1厅-西南,https://www.ziroom.com/x/740502156.html,8900,约57.75㎡,朝西南,2室1厅,6/16,有,朝阳门北大街,1987,塔楼,集体供暖,10%,1.5
整租·惠新里小区2室1厅-南,https://www.ziroom.com/x/784106566.html,8900,约57㎡,朝南,2室1厅,2/6,无,惠新里小区,1989,板楼,集体供暖,45%,3.2
整租·MASTER领域1室1厅-东北,https://www.ziroom.com/x/751019963.html,8900,约94.21㎡,朝东北,1室1厅,13/20,有,MASTER领域,2008,塔板结合,中央供暖,30%,0.4
整租·CBD总部公寓一期2室1厅-东,https://www.ziroom.com/x/780239952.html,9700,76.67㎡,朝东,2室1厅,1/9,有,CBD总部公寓一期,2004,塔板结合,集体供暖,30%,2.4
整租·夏都盈座1室1厅-东,https://www.ziroom.com/x/808173704.html,8900,约71.79㎡,朝东,1室1厅,17/22,有,夏都盈座,2003,板楼,集体供暖,30%,4.7
整租·中国铁建国际城2室1厅-南,https://www.ziroom.com/x/796319642.html,8500,76.67㎡,朝南,2室1厅,1/28,有,中国铁建国际城,2014,板楼,集体供暖,32%,1.6
整租·九龙花园2室2厅-东南,https://www.ziroom.com/x/733529602.html,9700,约90.73㎡,朝东南,2室2厅,10/22,有,九龙花园,2003,塔楼,集体供暖,39%,1
整租·华腾园2室1厅-西,https://www.ziroom.com/x/807038080.html,9700,约87.52㎡,朝西,2室1厅,17/28,有,华腾园,2003,塔楼,集体供暖,40%,2.1
整租·紫薇天悦1室1厅-东,https://www.ziroom.com/x/789661368.html,8900,约88㎡,朝东,1室1厅,5/24,有,紫薇天悦,2008,塔楼,集体供暖,37%,2.68
整租·爱这城三期2室1厅-南,https://www.ziroom.com/x/724830642.html,9800,88.67㎡,朝南,2室1厅,2/18,有,爱这城三期,2010,板楼,集体供暖,30%,0.3
整租·东环18公寓1室1厅-南,https://www.ziroom.com/x/755302125.html,9000,75.29㎡,朝南,1室1厅,7/11,有,东环18公寓,2002,板楼,集体供暖,30%,3.4
整租·伯宁花园1室1厅-东南,https://www.ziroom.com/x/739498012.html,9300,82.58㎡,朝东南,1室1厅,18/18,有,伯宁花园,1997,塔楼,集体供暖,35%,0.6
整租·亚奥观典2室1厅-东北,https://www.ziroom.com/x/746917057.html,9800,86.63㎡,朝东北,2室1厅,12/21,有,亚奥观典,2008,塔楼,集体供暖,30%,6.6
整租·飘HOME2室1厅-北,https://www.ziroom.com/x/767945202.html,9000,50.21㎡,朝北,2室1厅,24/25,有,飘HOME,2004,塔楼,集体供暖,30%,4
整租·东大桥路2室1厅-西南,https://www.ziroom.com/x/779062760.html,9800,66㎡,朝西南,2室1厅,15/18,有,东大桥路,1990,塔楼,集体供暖,30%,9.7
整租·三源里北小街2室1厅-南,https://www.ziroom.com/x/758791506.html,9000,62㎡,朝南,2室1厅,2/16,有,三源里北小街,1984,塔楼,集体供暖,45%,0.3
整租·东大桥斜街2室1厅-西,https://www.ziroom.com/x/760029323.html,9800,61㎡,朝西,2室1厅,11/14,有,东大桥斜街,1989,塔楼,集体供暖,20%,3
整租·苹果社区南区2室1厅-北,https://www.ziroom.com/x/782805602.html,9800,75.3㎡,朝北,2室1厅,2/27,有,苹果社区南区,2005,塔板结合,集体供暖,38%,3.5
整租·望京西园三区1室1厅-东南,https://www.ziroom.com/x/759142937.html,9000,82.77㎡,朝东南,1室1厅,15/28,有,望京西园三区,2000,塔楼,壁挂炉,40%,3.5
整租·小关北里2室1厅-东南,https://www.ziroom.com/x/755868993.html,9000,72.72㎡,朝东南,2室1厅,4/12,有,小关北里,1998,板楼,集体供暖,30%,3
整租·宝星国际二期1室1厅-南,https://www.ziroom.com/x/770965200.html,9800,约63㎡,朝南,1室1厅,4/25,有,宝星国际二期,2007,塔板结合,独立供暖,40%,2.8
整租·金海国际南区2室1厅-东,https://www.ziroom.com/x/750174317.html,9500,79.45㎡,朝东,2室1厅,13/23,有,金海国际南区,2006,塔楼,壁挂炉,31%,1.87
整租·兴隆家园2室1厅-西,https://www.ziroom.com/x/765378970.html,9000,90㎡,朝西,2室1厅,15/24,有,兴隆家园,2002,塔楼,集体供暖,35%,2.8
整租·通惠家园2室1厅-南,https://www.ziroom.com/x/808098776.html,9000,约86㎡,朝南,2室1厅,7/28,有,通惠家园,2001,塔板结合,集体供暖,31%,0.2
整租·北京香颂1室1厅-西,https://www.ziroom.com/x/783793450.html,9000,约70㎡,朝西,1室1厅,15/20,有,北京香颂,2003,塔楼,独立供暖,40%,0.4
整租·泰华滨河苑2室1厅-南,https://www.ziroom.com/x/808159165.html,9000,约94.58㎡,朝南,2室1厅,13/18,有,泰华滨河苑,2000,板楼,集体供暖,32%,3.7
整租·砖角楼南里2室1厅-西,https://www.ziroom.com/x/807231476.html,8500,73㎡,朝西,2室1厅,10/23,有,砖角楼南里,1999,塔板结合,集体供暖,20%,3.5
整租·九龙花园2室1厅-东南,https://www.ziroom.com/x/795835806.html,9300,82.45㎡,朝东南,2室1厅,20/22,有,九龙花园,2003,塔楼,集体供暖,39%,1
整租·爱这城三期2室1厅-南,https://www.ziroom.com/x/739305176.html,9500,96.14㎡,朝南,2室1厅,8/18,有,爱这城三期,2010,板楼,集体供暖,30%,0.3
